"Domestic No.","Global ID","Local ID","BMT","Coupon","Issue Date","Maturity","Days","Years","D.Vol(MM)","Traded Time","Last Price","Last Yield","W. Ave. Price","W. Ave. Yield","Bid Price","Bid Yield","Offer Price","Offer Yield","Open Price","High Price","Low Price","Close Price","Open Yield","High Yield","Low Yield","Close Yield",
"PIBD2534K062","RPGB 9 1/4 11/05/34","FXTN 25-06","","9.2500","2009-11-05","2034-11-05","4674","12.797","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"PIBD2535I071","RPGB 8 09/30/35","FXTN 25-07","","8.0000","2010-09-30","2035-09-30","5003","13.697","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"PIBD2535L086","RPGB 8 1/8 12/16/35","FXTN 25-08","","8.1250","2010-12-16","2035-12-16","5080","13.908","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"PIBD2536I097","RPGB 7 5/8 09/29/36","FXTN 25-09","","7.6250","2011-09-29","2036-09-29","5368","14.697","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"PIBD2037E214","RPGB 5 1/4 05/18/37","FXTN 20-21","","5.2500","2017-05-18","2037-05-18","5599","15.329","1.006000","11:02:15 AM","103.4618430","4.9250","103.4618430","4.9250","-","-","-","-","103.4618430","103.4618430","103.4618430","103.4618430","4.9250","4.9250","4.9250","4.9250",
"PIBD2537H103","RPGB 5 3/4 08/16/37","FXTN 25-10","","5.7500","2012-08-16","2037-08-16","5689","15.576","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"PIID2537J015","RPGB 6 1/8 10/24/37","RTB 25-01","","6.1250","2012-10-24","2037-10-24","5758","15.765","3.453000","2:31:52 PM","112.2194370","5.0000","112.9458729","4.9382","-","-","-","-","113.0427310","113.0427310","112.2194370","112.2194370","4.9300","5.0000","4.9300","5.0000",
"PIBD2038B224","RPGB 6 1/2 02/22/38","FXTN 20-22","","6.5000","2018-02-22","2038-02-22","5879","16.096","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"PIBD2039A232","RPGB 6 3/4 01/24/39","FXTN 20-23","","6.7500","2019-01-24","2039-01-24","6215","17.016","3.500000","11:17:19 AM","120.5368210","4.9500","120.5368210","4.9500","-","-","-","-","120.5368210","120.5368210","120.5368210","120.5368210","4.9500","4.9500","4.9500","4.9500",
"PIBD2540I116","RPGB 4 5/8 09/09/40","FXTN 25-11","","4.6250","2015-09-09","2040-09-09","6809","18.642","38.700000","3:54:56 PM","95.8328090","4.9700","95.8651931","4.9672","-","-","-","-","96.0678200","96.0678200","95.8328090","95.8328090","4.9500","4.9700","4.9500","4.9700",
"PIBD2041G241","RPGB 5 1/8 07/15/41","FXTN 20-24","","5.1250","2021-07-15","2041-07-15","7118","19.488","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
